name;address;latitude;longitude;tel1;tel2
重庆倍优汽车租赁有限公司;梁山路246号附近;30.6642;107.7926;null;null
重庆江北国际机场T2租还车点;T2航站楼对面;29.7191;106.6357;null;null
一嗨租车(万州长江之星店);玉龙路608号;30.7982;108.405;023-58122859;null
一嗨租车(龙都广场送车点);金港路四季花城西门处;30.7689;108.4089;023-58122859;null
先建租车(盛景路);兰馨大道12附92号附近;29.7038;106.6091;023-62787585;null
重庆地东汽车租赁有限公司;江南大道59号附近;30.8179;108.4191;null;null
开县真杰汽车租赁有限公司;月潭街221附近;31.1701;108.3941;null;null
安程租车;武陵北路47附近;28.4495;109.0136;18908277083;null
卡尔菲租车;龙都街道火车站厦门大道210号;30.759;108.4046;15683511918;null
零距离汽车租赁公司;环城路67号西70米;31.3909;109.6258;null;null
恒辉租车;高唐街道广东东路478号;31.0833;109.8841;null;null
重庆隆泊汽车租赁有限公司;鱼嘴西路64号附34号;29.6215;106.7614;null;null
重庆快安汽车租赁有限公司;江南大道35号山河大厦138号;29.5238;106.5728;023-62927999;null
重庆太洋汽车租赁服务有限公司;九坑子大坪康德国际SOCO写字楼28-8;29.543;106.5176;023-63301916;18983741701
汽车租赁;渝西大道西段162号;29.3515;105.8862;null;null
重庆甲克虫租车;红石路5号16-15;29.5829;106.5248;023-86875430;null
九州出租车驾驶员俱乐部;锦龙路39附近;29.4995;106.5039;null;null
众鼎租车(红黄路);红五路208号(流星花园车站旁);29.5852;106.5446;023-66662286;null
铄灵汽车租赁李家沱分公司;马王坪正街22号附1一26;29.467;106.5368;023-68839080;null
江北辰怡租车(租车公司);洋河二路鑫显招待所南侧;29.5835;106.5307;18680897077;null
一嗨汽车租赁(T3航站楼);渝航大道T3航站楼2F层;29.7092;106.6553;null;null
千行汽车租赁(化龙路);化龙东街与化龙南街交叉口西南50米;29.3783;106.5215;null;null
百安租车网约车保险代理;和平路207号附近;29.5537;106.5685;null;null
一嗨ehi(重庆奥体中心店);奥体五支路与长江二路交叉口西北150米;29.5235;106.5085;null;null
神州租车重庆西站服务点;null;29.5054;106.4377;15683201142;null
百盈汽车租赁;红光大道25号附15号;29.4522;106.5475;18983042826;null
慢慢开租车(重庆北站店);东湖南路6号云都商务酒店旁;29.6025;106.5429;17725063555;null
客顺汽车租赁;双龙西路与飞湖路交叉口东50米;29.7042;106.6185;023-67812353;13996281508
重庆鼎捷汽车经纪有限公司;正舟路北段17777号四季花城门口下行50米;29.5201;108.8231;null;null
鑫达租车(秀山五岳广场店);中和街道白沙大道中段3号南区1栋一层二单元S194;28.4468;109.0096;18325233886;null
重庆良玉小车租赁有限公司;万寿大道108附近;29.9905;108.116;13908273835;null
重庆市博亘汽车租赁有限公司;宝华大道15-11号附11号;29.599;106.5532;13212312333;null
神州租车(解放碑八一广场客户自助店);八一路238号八一广场停车库负二楼;29.5551;106.5765;null;null
重庆佳多益汽车租赁有限公司(隆昌街);隆昌街东50米;29.6977;106.6258;null;null
一嗨租车(花溪轻轨站送车点);渝南大道127附近;29.4326;106.551;023-66487604;null
重庆市黔江区开吉汽车租赁有限公司;城东街道河滨东路北段67号;29.5351;108.7789;023-79233445;null
宏创普惠网约车(汽博分公司);金渝大道89号线外城市花园12栋13-2;29.6427;106.57;13370757418;null
首汽瑞卡租车(奥园康城送车点);大黄路黄家码头旁(奥园康城A区);29.5298;106.525;null;null
一嗨租车(大江南大道送车点);大江南大道送车点;29.3874;106.5059;023-66487604;null
一嗨租车(颜龙山水城送车点);龙洲湾新区龙洲大道6号;29.3837;106.5363;023-66487604;null
神州租车(职教中心停车网点);兰馨大道与宝桐路交叉口西南200米;29.6919;106.5998;null;null
春来汽车租赁(中兴东路店);东城街道办事处中兴东路163号;29.8371;106.063;023-45686129;null
重庆长运集团汽车租赁分公司两江新区办事处;兴科五路12号附39号;29.6825;106.5939;null;null
重庆市智兴汽车租赁有限公司;鱼胡路地铁站北100米;29.3784;106.5391;null;null
一嗨租车(金竹轻轨站送车点);金竹轻轨站2号口;29.3753;106.5238;023-66487604;null
腾达租车;汉丰街道凤凰社区滨湖中路757号;31.176;108.3943;023-85936222;null
中御租车&婚车之家(万州店);科龙路88号友豪万商城32幢1-29;30.7622;108.3992;18723264022;null
盼达用车(两江实验幼儿园);兴科一路265附7号;29.6843;106.6032;null;null
司机之家驿站租赁;龙腾大道科园4路口朝田村188号;29.5239;106.4922;null;null
大方租车(合川客运中心店);濮岩路7号;30.0066;106.267;023-42813205;null
盼达用车(国家电网客服中心);五红支路国家电网客服中心内;29.5864;106.5583;null;null
乐泰汽车租赁有限公司;桃花大道2号附3号33西门路口下来;29.8367;107.076;13883859292;null
一嗨租车（石桥广场便捷点）;华轩路18号至20号(石桥广场停车场);29.5366;106.4922;023-68037768;null
重庆净海汽车租赁有限公司;云枣路2号;29.6898;106.5943;null;null
重庆耀阳汽车租赁有限公司;凯歌三支路17号附近;29.695;106.6095;null;null
首汽租车(渝航商场送车点);机场路170号;29.7201;106.6263;null;null
重庆缘梦汽车租赁有限公司;芳菲路199号附近;29.6303;106.7021;null;null
首汽租车;桃源南一路与桃源大道交叉口东北100米;29.8553;107.0845;null;null
大喇叭汽车租赁有限公司;G319(厦成线)协信广场六楼B区;29.8465;107.0841;023-40242333;null
重庆嘉龙汽车租赁有限公司;民兴路18-附8号附近;29.2836;106.5672;null;null
荣亿汽车租赁;一环南路西段与南门巷交叉口西南50米;29.695;105.7105;023-43792148;18183030148
神州租车(圣悦新都停车网点);西郊路34号圣悦新都小区露天停车场;29.499;106.5062;023-86378929;null
凯迪汽车租赁公司;百安大道;30.7608;108.447;023-58541517;023-58541417
神州租车(南坪万达艾美酒店送车点);江南大道10号万达艾美酒店大堂门口;29.5242;106.5708;023-62753912;null
重庆博行汽车租赁有限公司;太极大道76号附近;29.6998;107.377;null;null
盼达用车(典雅戴斯酒店);渝南大道70号典雅戴斯酒店;29.4613;106.5607;null;null
挖机租赁;湖津路68-101号附近;29.6577;106.5582;null;null
重庆润典汽车租赁有限公司;红锦大道57号嘉州协信中心B栋617;29.5894;106.5241;023-81304031;null
一嗨租车(万州汽车南站送车点);安顺路1号;30.7658;108.4425;023-58122859;null
神州租车(重庆大学送车点);沙北街同创小区;29.5705;106.4617;null;null
盼达用车(电力科学研究院);黄山大道中段电力科学研究院内;29.6162;106.4825;null;null
鼎炫租车(红河大道);昌州大道东段561号;29.3613;105.9258;18716767645;17784333222
鼎炫租车(汇龙大道店);汇龙大道580号;29.352;105.9245;18584531696;023-49333319
重庆乐游汽车租赁有限公司;仙桃街道红叶路1号雾都宾馆太阳城付楼2号;29.6039;106.5304;null;null
宏达租车;南津街街道江城大道378号;29.9727;106.279;023-42731133;18983168111
致远租车;上什字西路107号;29.9765;106.2627;null;null
重庆明途汽车租赁有限公司;新南路184号22-16;29.6027;106.4959;023-67452888;null
千德租车;金港路23号附近;30.7695;108.4089;null;null
旺宏顺汽车租赁办公室;高笋塘路18号附近;29.7015;107.399;null;null
盼达用车(黄茅坪金山站);金山大道668号力帆发动机进门左侧;29.6817;106.5386;null;null
富磊汽车租赁;百安大道104附近;30.7577;108.4373;null;null
酉阳县欢乐汽车租赁有限公司;何家坝路14附近;28.8233;108.7728;023-75769555;023-75769333
安责存租车;西园路65号;29.2782;106.2551;023-47519036;18883290383
港九大众租赁行;万安街道城南花园大门右边第四个门面;29.9847;108.109;null;null
通达汽车租赁有限公司;红庙路2号;29.9903;108.1117;023-73379118;null
重庆有诺车友俱乐部有限公司;光明路69号;29.5334;108.785;null;null
重庆富荔源商贸有限公司;汉渝路18附14号;29.5578;106.4675;023-65335899;13658361188
盼达用车(金兰路停车场);凯歌三支路金兰路公共停车场;29.6953;106.6051;null;null
盼达用车(西永交通枢纽站);西永交通枢纽站内;29.6122;106.3834;null;null
瑞卡;龙山路6附近;29.5907;106.5031;null;null
神州租车(永川金港明珠店);人民西路588号;29.3599;105.9228;023-49822260;4006166666
盼达用车(力帆足球俱乐部);洋河四路力帆足球俱乐部旁停车场;29.5842;106.5338;null;null
顺昌租车;桃花源大道南路与武鞍路交叉口西150米;28.8271;108.771;13709484186;null
一嗨租车(南坪六公里店);学府大道51号附40号;29.5003;106.5738;4008886608;null
康庄汽车租赁公司;兴民路1号附7号;29.8328;107.0684;023-64095100;18996080577
上下汽车租赁;青羊宫路与高笋塘后街交叉口东50米;30.81;108.3741;13594708555;null
一嗨租车(石桥广场送车点);渝州路59号;29.535;106.492;023-68037768;null
重庆鹏腾汽车租赁有限公司;红枫路9号2号;29.606;106.5356;null;null
神州租车(小龙坎东原ARC广场客户自助店);小龙坎正街88号东原ARC中央广场旁石碾盘社会停车场内;29.5512;106.4598;15683049319;null
一嗨租车(重庆北站便捷点);重庆渝北区庐山大道;29.6129;106.5481;023-63067217;null
重庆市长茂出租汽车有限责任公司;花卉园西一路18号;29.5816;106.5102;null;null
重庆运福汽车租赁公司;昌龙大道340-2-1号附近;29.4132;105.6169;null;null
瑞纳租车;昌州大道中段与滨河东路交叉口西50米;29.4021;105.604;18202337155;18983848881
神驹租车;光电路26号附42号;29.5204;106.5431;023-62885988;15870444999
巨酉租车行;桃花源南路124号附近;28.8276;108.771;null;null
包记租车;桃源大道6号附69号2层;29.8565;107.0848;023-40237772;null
润厚租车(长寿古镇店);菩提街道桃源西四路1号51幢1-9;29.8542;107.068;023-40660888;18182355000
鹏达租车;开州区滨湖中路737附近;31.1762;108.3942;null;null
凯安汽车租赁;桃花源镇酉兴路39号;28.8589;108.7692;null;null
时驷驱租车;酉兴路38号附近;28.8588;108.7692;null;null
平安汽车租赁(云阳店);双江镇大雁路545号;30.9335;108.6895;023-55999910;null
创州汽车租赁;九龙路422附近;31.176;108.3967;null;null
顺心租车;桃花源大道南路373号附近;28.8242;108.7752;null;null
隆众汽车租赁;滨湖西路269附近;31.1655;108.3745;null;null
大方租车;棉花地小区A栋;30.8231;108.3828;null;null
豪义汽车租赁;花鼓园路49附近;29.5379;108.7819;null;null
跃飞汽车;城墙路271号附近;29.53;108.7892;null;null
欣新房车;江南新区南滨路滨江一号B区;30.8036;108.3996;null;null
鸿运租赁;天城大道220号附近;30.8268;108.3753;null;null
繁欣汽车租赁;沙龙路3段238号附近;30.7771;108.3905;null;null
汽车租赁;静园路899附近;30.8005;108.384;null;null
旭途汽车租赁;null;29.5045;108.8149;null;null
毛豆新车网(奉节店);亿丰汽贸城6-112号;31.0245;109.4289;null;null
宏远租车;开州区百成街54号附近;31.1658;108.4065;null;null
旗静汽车租赁;中和街道230号松柏骨科医院对面;28.4544;109.002;null;null
王氏汽车租赁有限公司;迎凤路230号西南80米;28.4537;109.0015;null;null
林军汽车租赁;迎凤路277号南90米;28.4621;109.0031;null;null
川安汽车租赁;南城大道245-10号;29.5251;106.5572;null;null
启顺租车(外贸路);外贸路西50米;30.7677;108.3994;null;null
启顺汽车租赁;安顺路172号附近;30.7634;108.4454;18723557603;13628418499
重庆守询商贸有限公司;鱼洞都汇里B栋16-8号;29.3805;106.5272;023-81217118;null
重庆优翔汽车租赁有限公司;亚太路9号附81号玖玺写字楼6栋17-10号;29.5358;106.5596;15523456270;13996081110
达的租车;塘坊大道与高铁立交交叉口西北150米附近;30.8616;108.3745;null;null
津航顺汽车租赁有限公司;兴龙大道附近;29.3277;105.94;null;null
重庆市永川建星汽车租赁;汇龙大道7号-附1号附近;29.3604;105.9182;null;null
换补胎租车;108省道北50米;29.3518;105.9438;null;null
威通汽车租赁;巴县大道109号附12-13号;29.3854;106.511;023-66236099;null
一嗨租车(袁家岗轻轨站送车点);五洲女子医院门口;29.5277;106.514;023-68627015;null
首信网约车;界石镇富城路88号附41号;29.3874;106.6029;null;null
神州租车(消防队送车点);兴华中路63号附1号(消防队公交车站旁);29.7044;107.386;null;null
重庆四海汽车租赁有限公司;凤天大道146号附6号;29.526;106.4485;null;null
重庆交运网约车租赁公司;潼南区民业街56号西北60米;30.187;105.8475;null;null
巴南亿成租车公司;箭河路鱼洞金竹轻轨站3号出口;29.3757;106.5233;null;null
红韵汽车租赁;鱼轻路32附近;29.38;106.5172;023-66294677;15223381156
重庆骏霸汽车租赁有限公司;丹回路10号2单元;29.5082;106.5516;null;null
神州租车(嘉和康桥永辉超市送车点);陈家桥镇怡鑫花园B区平街永辉超市旁;29.6213;106.3378;null;null
彭水县烎赟商贸有限公司;民族路109号附近;29.2957;108.1655;null;null
驰恒汽车租赁有限公司;谭家湾路59附近;29.5332;108.781;null;null
宏展租车;芙蓉西路102号附近;29.3284;107.7403;18996776669;13896541093
汽车出租;河滨南路东段238附近;29.5202;108.7936;null;null
万运租车;天城大道916号附近;30.8458;108.3711;023-58126678;18323721678
航福汽车租赁;东圣街727号;30.1711;105.8404;null;null
云松汽车租赁;新华大道西段136号附近;29.5282;108.7632;null;null
腾迈汽车租赁;迎宾大道西200米;29.5276;108.757;null;null
天天快乐租车公司;集体社区4组流泊水前60米;30.3506;107.3433;18996766888;null
天天租车;开州区杨柳路347南60米;31.167;108.4073;null;null
夔意租车;夔州东路;31.0237;109.4831;023-56655557;null
中远大昌汽车租赁(重庆分公司);建新南路18号;29.5663;106.537;null;null
重庆谦聚汽车租赁有限公司;马镇坝新城幼儿园楼下;31.3951;109.5669;13220225333;null
旅行者汽车租赁;城北隧道;29.3034;108.1705;null;null
玖玖约车;丝绸路;29.9941;108.1209;null;null
锦诚汽车租赁;州屏中路34附近;30.2944;108.0333;null;null
一嗨租车（合川站便捷点）;高阳路313号;29.9604;106.2777;15111973462;null
顺顺汽车租赁有限公司;人民西路190-65号附近;30.6733;107.7914;15084410723;null
优捷汽车租赁;黔龙街41号附近;29.5262;108.7766;null;null
安周汽车租赁有限公司;城西六路99号附近;29.5306;108.7688;null;null
速顺租车;安康街274号附近;31.174;108.396;null;null
轮挖出租(韦坤江);东城街道办事处东金华社区4组6号;29.1431;107.1445;15123660232;null
隆众租赁;南山中路与南山中路二街交叉口东50米;31.1604;108.3986;null;null
鑫磊租车;静园路1225号滨江名都B栋2号;30.8001;108.3863;13320315566;null
雄鹰汽车租赁;北山大道190号附近;30.8217;108.3894;null;null
宜信汽车租赁;塘坊路37号附近;30.9187;108.7258;null;null
汽车租赁;null;29.2436;107.2863;null;null
捷驰租车;乌宝路8号附4号;29.6939;107.3932;null;null
鑫鹏租车;月潭街与月潭街北六路交叉口东50米;31.1705;108.3938;null;null
前华租车;安康街与月潭街北九路交叉口东50米;31.1741;108.3957;null;null
汽车租赁;北城大道和香山路的交叉口附近;30.9419;108.7049;null;null
专业洗车;迎凤路230号西南80米;28.4537;109.0015;null;null
富吉旅游包车婚庆租车;昌州大道中段354附近;29.4002;105.5976;null;null
汽车租赁;迎凤路353附近;28.4699;109.005;null;null
乐泰租车;云台路36附近;30.1353;107.2092;null;null
汽车租赁会所;滨江大道10附近;29.7106;107.3974;null;null
福临租车;广场路131附近;29.7018;107.3935;null;null
宏博汽车租赁;宝城路与昌州大道中段交叉口北50米;29.4009;105.5852;023-46763168;18983139028
久久通汽车租赁;石城路与福建大街交叉口西100米;30.8395;108.3676;null;null
夔勤租车;滨江大道北100米;31.0189;109.3997;null;null
汽车出租;长征北路81号附近;29.5297;108.7828;null;null
小强车行;中南路676号鸿星幼儿园正对面;29.8269;106.0667;null;null
顺利驰汽车租赁;荣滨北路西段;29.4087;105.5826;15086734905;null
天天快乐汽车租赁行;书院街与北街交叉口东50米;30.3333;107.3547;null;null
重庆百事得汽车租赁有限公司;兴科三路与海福路交叉口西北50米;29.681;106.599;null;null
一点租车(江北金源时代广场店);北滨路296附近;29.557;106.525;null;null
顺利汽车租赁;朝阳路38号附近;29.8673;107.0823;null;null
广汽租赁(永川佳沃店);兴龙大道;29.3563;105.9426;null;null
路途租车;长寿路7号东北70米;29.8359;107.076;null;null
吊车出租;一环路附近;29.3414;105.8673;null;null
渝彭汽租;石嘴街30附近;29.2967;108.1673;null;null
滴滴出行;石嘴街46号附近;29.2967;108.1673;null;null
友联出租;武陵路189号;29.5862;106.5193;null;null
起点汽车租赁公司;北门街123号附近;29.2964;108.1653;null;null
别致租车(凯撒分店);金山大道31附近;29.1528;107.0851;null;null
双桥驾校20分校;龙水镇龙古路208号;29.5559;105.7655;null;null
陆远汽车租赁;火车站大道32附近;29.1461;107.1059;null;null
壹客行汽车租赁;何家坝路375附近;28.808;108.7819;null;null
欣欣汽车租赁公司;广场环路12号-附22号西80米;29.7042;107.3932;null;null
荣亿汽车租赁;龙水汽车站红绿灯旁龙水路;29.555;105.7644;18883588891;null
君芝莱汽车租赁;忠州街道红星路36号附34号;30.3089;108.0477;null;null
